

Results from heasarc_fermigbrst: Fermi GBM Burst Catalog
Coordinate system:  Equatorial
|name        |ra        |dec      |t90     |t90_error|flux_64 |flux_64_error|pflx_comp_epeak|pflx_comp_epeak_pos_err|pflx_comp_epeak_neg_err|pflx_comp_index|pflx_comp_index_pos_err|pflx_comp_index_neg_err|pflx_comp_phtflux|pflx_comp_phtflux_error|
|GRB140610487|13 16 12.0|+35 54 36|   0.960|    0.716|  4.7271|       0.9775|   9.934102e+02|           6.692634e+02|           6.692634e+02|  -1.148965e-01|           6.515930e-01|           6.515930e-01|     4.674992e+00|           8.241628e-01|
|GRB140616165|06 59 45.6|-70 30 36|   0.512|    0.821|  9.3523|       1.5401|               |                       |                       |               |                       |                       |                 |                       |
|GRB140619490|20 19 50.4|-39 10 48|   0.448|    0.516| 16.0105|       2.6051|   3.111816e+02|           7.803466e+01|           7.803466e+01|  -2.446773e-01|           4.759960e-01|           4.759960e-01|     1.170598e+01|           2.085097e+00|
|GRB140624423|01 32 38.4|-00 33 36|   0.096|    0.093| 19.1509|       1.2893|   2.905131e+02|           5.478145e+01|           5.478145e+01|  -7.069825e-01|           1.741868e-01|           1.741868e-01|     2.039824e+01|           1.469834e+00|
|GRB140626843|08 03 14.4|+38 46 48|   1.792|    1.056| 10.0634|       2.1240|   3.145960e+02|           1.084774e+02|           1.084774e+02|  -7.794876e-01|           4.391402e-01|           4.391402e-01|     9.062959e+00|           1.676231e+00|
|GRB140710537|00 11 12.0|-38 52 48|   0.384|    0.091|  7.6422|       1.4952|   5.301995e+02|           1.883645e+02|           1.883645e+02|  -4.042477e-01|           3.556177e-01|           3.556177e-01|     8.251001e+00|           1.282012e+00|
|GRB140720158|11 40 07.2|-32 18 36|   0.320|    0.262|  6.0458|       0.9639|   5.947273e+02|           2.815844e+02|           2.815844e+02|  -3.453631e-01|           4.352677e-01|           4.352677e-01|     6.684318e+00|           9.940622e-01|
|GRB140724533|20 58 55.2|-01 51 00|   0.896|    0.820|  4.5660|       1.1125|   2.104980e+02|           8.644511e+01|           8.644511e+01|  -1.383783e-01|           7.207120e-01|           7.207120e-01|     4.430912e+00|           9.890355e-01|
|GRB140807500|13 20 38.4|+26 29 24|   0.512|    0.202| 21.0545|       1.4733|   8.366934e+02|           1.611677e+02|           1.611677e+02|  -7.484536e-01|           1.211758e-01|           1.211758e-01|     2.177846e+01|           1.591427e+00|
|GRB140831215|18 41 28.8|+25 38 24|   0.704|    1.180|  3.3378|       1.3762|               |                       |                       |               |                       |                       |                 |                       |
|GRB140901821|01 03 16.8|-32 45 36|   0.176|    0.036| 51.5244|       2.0084|   7.147665e+02|           5.974078e+01|           5.974078e+01|  -3.396893e-01|           8.402249e-02|           8.402249e-02|     5.105666e+01|           1.964554e+00|
|GRB141011282|17 11 45.4|-09 40 52|   0.080|    0.036| 29.5661|       1.6886|   5.224109e+02|           7.053308e+01|           7.053308e+01|  -5.006464e-01|           1.176903e-01|           1.176903e-01|     3.050942e+01|           1.475287e+00|
|GRB141020439|17 41 57.6|-01 40 48|   1.600|    0.951|  2.7572|       0.8683|   9.914390e+03|           1.929659e+04|           1.929659e+04|  -1.111770e+00|           3.004282e-01|           3.004282e-01|     2.208656e+00|           8.382675e-01|
|GRB141031998|08 52 19.2|-33 40 48|   0.160|    0.865|  5.1791|       0.8125|   4.619866e+02|           1.928761e+02|           1.928761e+02|  -1.616415e-01|           5.241817e-01|           5.241817e-01|     5.014072e+00|           8.240585e-01|
|GRB141102112|14 52 55.2|-17 25 12|   0.016|    0.066|  2.9837|       1.3693|   2.664845e+02|           1.076271e+02|           1.076271e+02|  -4.515846e-01|           4.628321e-01|           4.628321e-01|     8.270292e+00|           1.397389e+00|
|GRB141105406|01 07 38.4|+29 10 12|   1.280|    1.032| 10.3769|       1.1571|   3.138010e+02|           4.316983e+01|           4.316983e+01|   2.464832e-01|           3.375891e-01|           3.375891e-01|     1.025291e+01|           1.011164e+00|
|GRB141111435|03 24 52.8|+43 01 12|   1.728|    1.296|  2.6736|       0.6428|   8.325048e+02|           4.435129e+02|           4.435129e+02|   3.416507e-01|           1.002917e+00|           1.002917e+00|     2.943932e+00|           6.411942e-01|
|GRB141113346|11 24 04.8|+80 15 36|   0.448|    0.500|  4.1140|       0.7189|   6.288237e+02|           2.838564e+02|           2.838564e+02|  -7.132522e-01|           4.207468e-01|           4.207468e-01|     5.170813e+00|           1.033973e+00|
|GRB141122087|00 38 50.4|-20 01 12|   1.280|    0.945|  7.1217|       1.2265|   1.091979e+03|           7.327840e+02|           7.327840e+02|  -7.554959e-01|           2.800215e-01|           2.800215e-01|     7.303741e+00|           1.073002e+00|
|GRB141124277|09 00 16.8|+78 10 48|   0.512|    1.000|  5.3002|       1.0324|   1.262834e+03|           2.397662e+03|           2.397662e+03|  -1.103028e+00|           4.409458e-01|           4.409458e-01|     4.884382e+00|           1.474394e+00|
|GRB141126233|16 15 28.8|+59 59 24|   0.896|    0.792|  3.6531|       0.7557|   1.815491e+03|           5.997773e+03|           5.997773e+03|  -1.275480e+00|           3.330336e-01|           3.330336e-01|     3.995982e+00|           9.438973e-01|
|GRB141128962|21 27 12.0|-35 45 36|   0.272|    0.926| 13.2736|       1.5786|   9.290292e+01|           2.320133e+01|           2.320133e+01|  -9.802570e-01|           3.672208e-01|           3.672208e-01|     1.310949e+01|           1.397889e+00|
|GRB141202470|09 32 17.5|+54 09 40|   1.408|    0.272| 11.8684|       1.0036|   6.248391e+02|           9.679376e+01|           9.679376e+01|   4.611122e-01|           3.812691e-01|           3.812691e-01|     1.097676e+01|           1.000643e+00|
|GRB141205337|06 11 26.2|+37 52 34|   1.280|    0.572|  6.3299|       1.5881|   3.569443e+02|           1.156422e+02|           1.156422e+02|   9.083735e-01|           1.243453e+00|           1.243453e+00|     5.022605e+00|           1.070152e+00|
|GRB141208632|23 57 02.4|+26 26 24|   0.960|    0.834|  6.7821|       1.4608|   6.153942e+02|           2.816956e+02|           2.816956e+02|  -8.494298e-01|           3.385046e-01|           3.385046e-01|     7.586966e+00|           1.271616e+00|
|GRB141213300|16 32 45.6|+18 03 36|   0.768|    0.513| 15.8008|       1.5719|   2.009495e+02|           4.150395e+01|           4.150395e+01|  -7.690054e-01|           2.360095e-01|           2.360095e-01|     1.510374e+01|           1.364515e+00|
|GRB141230871|16 27 43.2|-40 10 48|   0.224|    0.160|  8.1871|       1.1479|   3.230709e+02|           1.868924e+02|           1.868924e+02|  -1.124851e+00|           3.248765e-01|           3.248765e-01|     8.279748e+00|           1.215237e+00|
|GRB150101270|20 50 24.7|+36 44 00|   0.480|    0.959|  5.8286|       1.1926|   2.617709e+02|           9.742622e+01|           9.742622e+01|  -5.897421e-01|           4.626435e-01|           4.626435e-01|     5.786797e+00|           1.076742e+00|
|GRB150101641|12 32 00.0|-10 57 22|   0.080|    0.928| 10.4791|       1.3498|   2.572617e+01|           4.442585e+00|           4.442585e+00|  -2.274403e-01|           1.172174e+00|           1.172174e+00|     1.006156e+01|           1.392849e+00|
|GRB150118927|10 40 18.5|-27 33 18|   0.288|    0.097| 39.6584|       1.9817|   3.409032e+02|           3.929614e+01|           3.929614e+01|  -5.841005e-01|           1.072199e-01|           1.072199e-01|     4.046987e+01|           1.824960e+00|
|GRB150128624|08 30 36.0|+63 09 00|   0.096|    0.906| 16.1985|       2.8239|   3.320520e+02|           1.294207e+02|           1.294207e+02|  -7.950950e-01|           4.058014e-01|           4.058014e-01|     1.711548e+01|           3.255047e+00|
|GRB150201040|00 22 31.2|+19 45 00|   0.512|    1.154|  4.9780|       1.2227|               |                       |                       |               |                       |                       |                 |                       |
|GRB150208929|23 22 40.8|+34 53 24|   0.128|    0.528|  5.0785|       1.1755|   7.228513e+02|           3.515933e+02|           3.515933e+02|  -2.458967e-01|           4.863405e-01|           4.863405e-01|     5.791830e+00|           8.656552e-01|
|GRB150214293|22 50 19.2|-34 10 12|   0.192|    0.286|  5.5995|       0.9317|   4.351163e+02|           1.173764e+02|           1.173764e+02|  -3.258839e-01|           4.747608e-01|           4.747608e-01|     5.748697e+00|           9.440031e-01|
|GRB150215026|20 22 28.8|+03 22 48|   0.512|    0.716|  2.6168|       0.7431|               |                       |                       |               |                       |                       |                 |                       |
|GRB150226223|04 14 00.0|+22 30 36|   1.408|    0.181| 36.3272|       2.1070|               |                       |                       |               |                       |                       |                 |                       |
|GRB150301045|16 17 08.6|-48 41 49|   0.416|    0.295|  8.2359|       1.6369|   9.909834e+01|           3.829961e+01|           3.829961e+01|  -8.379883e-01|           6.551523e-01|           6.551523e-01|     8.624334e+00|           1.615283e+00|
|GRB150312403|19 01 57.6|-86 00 00|   0.320|    0.547|  6.0095|       0.9938|   4.502773e+02|           2.392930e+02|           2.392930e+02|  -7.100544e-01|           3.631104e-01|           3.631104e-01|     6.506948e+00|           1.024589e+00|
|GRB150316400|01 03 33.6|+53 08 24|   1.984|    1.541|  2.9577|       1.0714|   5.514519e+02|           9.748354e+02|           9.748354e+02|  -9.154708e-01|           7.215280e-01|           7.215280e-01|     2.557817e+00|           8.694539e-01|
|GRB150320462|09 19 55.2|+68 55 48|   0.064|    0.360| 15.1649|       1.8918|   9.013042e+02|           1.748710e+02|           1.748710e+02|   3.830323e-02|           3.664870e-01|           3.664870e-01|     1.565486e+01|           2.259387e+00|
|GRB150325696|08 52 33.6|+37 45 00|   0.080|    0.920|  6.4082|       1.0380|   2.281377e+02|           5.883996e+01|           5.883996e+01|   9.210505e-02|           5.168414e-01|           5.168414e-01|     6.698914e+00|           9.342356e-01|
|GRB150412507|12 27 09.6|+02 54 36|   0.576|    1.319|  5.9032|       1.0491|   1.332002e+02|           1.116111e+02|           1.116111e+02|  -1.222828e+00|           5.624221e-01|           5.624221e-01|     5.657639e+00|           1.098411e+00|
|GRB150412931|14 41 02.4|+20 07 48|   0.640|    0.861|  4.9471|       0.9535|   1.163514e+03|           4.298946e+02|           4.298946e+02|  -6.008123e-01|           2.603251e-01|           2.603251e-01|     5.392237e+00|           9.113424e-01|
|GRB150506630|05 05 16.8|+67 48 36|   0.512|    0.326| 11.8178|       1.3101|   1.278323e+03|           3.661799e+02|           3.661799e+02|  -6.035050e-01|           1.410521e-01|           1.410521e-01|     1.288837e+01|           1.154934e+00|
|GRB150506972|01 57 00.0|-03 22 12|   0.384|    0.181|  4.9413|       0.8674|   6.193962e+02|           2.663336e+02|           2.663336e+02|  -5.942500e-01|           5.610698e-01|           5.610698e-01|     4.303069e+00|           9.180633e-01|
|GRB150522944|08 43 26.4|+58 34 48|   1.024|    0.580|  4.3657|       0.9951|   4.512037e+02|           1.544577e+02|           1.544577e+02|  -4.680827e-01|           5.273728e-01|           5.273728e-01|     4.484961e+00|           8.637191e-01|
|GRB150601904|05 18 40.8|-53 49 12|   0.768|    0.668|  2.9465|       0.9654|   5.522592e+02|           2.106027e+02|           2.106027e+02|   1.551003e+00|           2.072209e+00|           2.072209e+00|     2.346453e+00|           5.103148e-01|
|GRB150604434|04 49 45.6|-21 35 24|   0.896|    0.143|  9.6678|       1.0421|   4.274282e+02|           1.041204e+02|           1.041204e+02|  -2.167894e-01|           3.090460e-01|           3.090460e-01|     1.154581e+01|           1.075393e+00|
|GRB150605782|14 31 26.4|+14 42 36|   0.176|    1.243|  8.2619|       1.2928|   1.495680e+02|           4.335885e+01|           4.335885e+01|  -2.978055e-01|           5.807302e-01|           5.807302e-01|     7.756598e+00|           1.315790e+00|
|GRB150609316|03 29 02.4|+31 37 48|   0.256|    0.276|  4.6326|       0.8436|   1.816577e+02|           4.424305e+01|           4.424305e+01|   6.726942e-01|           8.739290e-01|           8.739290e-01|     5.168012e+00|           9.289883e-01|
|GRB150628767|23 08 04.8|-66 10 48|   0.640|    0.634|  4.5964|       0.9659|   2.164151e+02|           3.550531e+01|           3.550531e+01|   2.013917e+00|           1.597572e+00|           1.597572e+00|     3.576437e+00|           6.674209e-01|
|GRB150629564|20 30 36.0|-26 27 00|   1.920|    1.223|  7.1922|       0.8936|   1.811752e+03|           5.791946e+02|           5.791946e+02|  -9.088869e-01|           1.310611e-01|           1.310611e-01|     9.213462e+00|           1.003580e+00|
|GRB150705588|04 26 09.6|-06 37 12|   0.704|    0.730|  7.6090|       1.2983|   2.173579e+02|           9.260020e+01|           9.260020e+01|  -1.058060e+00|           4.514945e-01|           4.514945e-01|     7.216878e+00|           1.296977e+00|
|GRB150715136|10 29 02.4|+23 34 12|   0.384|    0.181|  4.5781|       0.8813|   1.150253e+03|           5.205931e+02|           5.205931e+02|  -6.793390e-01|           3.183550e-01|           3.183550e-01|     4.395632e+00|           8.361356e-01|
|GRB150721431|16 46 24.0|+20 03 36|   0.320|    0.181|  5.9480|       1.3672|   2.095434e+03|           2.026195e+03|           2.026195e+03|  -7.970331e-01|           3.154679e-01|           3.154679e-01|     4.938668e+00|           1.029267e+00|
|GRB150728151|06 41 45.6|+17 03 36|   1.728|    0.373|  7.7948|       1.0132|   7.258069e+02|           3.022142e+02|           3.022142e+02|  -3.644729e-01|           6.416200e-01|           6.416200e-01|     7.341044e+00|           9.797938e-01|
|GRB150805746|21 44 19.2|-33 24 00|   1.408|    0.466|  7.1006|       1.6180|   5.548438e+01|           1.038611e+01|           1.038611e+01|   4.370332e-01|           1.247802e+00|           1.247802e+00|     5.984670e+00|           1.216122e+00|
|GRB150810485|18 52 48.0|+21 10 48|   1.280|    1.026| 17.9371|       1.1123|   4.240999e+02|           5.680411e+01|           5.680411e+01|   1.384153e-01|           2.216842e-01|           2.216842e-01|     1.902082e+01|           1.256549e+00|
|GRB150811849|12 25 23.5|-14 06 18|   0.640|    0.143| 27.4042|       1.7806|   8.009833e+02|           1.482359e+02|           1.482359e+02|  -4.574757e-01|           1.669926e-01|           1.669926e-01|     2.537585e+01|           2.115115e+00|
|GRB150819440|03 57 32.6|+39 42 04|   0.960|    0.091|148.4390|       3.7663|   5.171387e+02|           2.201733e+01|           2.201733e+01|   6.246523e-03|           6.540454e-02|           6.540454e-02|     1.596340e+02|           3.762196e+00|
|GRB150901924|01 05 21.6|+13 31 12|   0.256|    1.145|  7.0986|       1.3136|   2.282634e+02|           3.264920e+01|           3.264920e+01|   4.287170e+00|           2.890319e+00|           2.890319e+00|     5.346336e+00|           1.084623e+00|
|GRB150906944|14 08 09.6|+01 05 24|   0.320|    0.210| 13.5975|       1.3608|   5.891711e+02|           1.339127e+02|           1.339127e+02|  -5.983425e-01|           1.709302e-01|           1.709302e-01|     1.575523e+01|           1.416742e+00|
|GRB150912600|21 25 26.4|+73 15 36|   0.320|    0.466|  5.5060|       1.0040|   2.992777e+02|           6.399402e+01|           6.399402e+01|   2.647977e-02|           5.507633e-01|           5.507633e-01|     5.462212e+00|           8.924094e-01|
|GRB150922234|19 37 31.4|-05 29 10|   0.144|    0.036| 23.2828|       1.2610|   6.703316e+02|           8.427710e+01|           8.427710e+01|  -1.876872e-01|           1.460279e-01|           1.460279e-01|     2.403181e+01|           1.291885e+00|
|GRB150923297|21 07 12.0|+31 49 12|   0.192|    1.462|  7.7422|       1.0298|   5.134490e+02|           2.028725e+02|           2.028725e+02|  -8.989024e-01|           2.104404e-01|           2.104404e-01|     8.475759e+00|           1.009111e+00|
|GRB150923429|17 51 14.4|-40 39 36|   0.192|    0.143|  6.3144|       0.9888|   2.265317e+02|           4.049839e+01|           4.049839e+01|   1.844216e+00|           1.313347e+00|           1.313347e+00|     5.510017e+00|           8.395390e-01|
|GRB150923864|04 28 55.2|-50 00 36|   1.792|    0.091| 16.5059|       1.0784|   1.369883e+02|           1.528919e+01|           1.528919e+01|   2.207883e-01|           3.054085e-01|           3.054085e-01|     1.602264e+01|           1.279898e+00|
|GRB151022577|07 21 28.8|+40 13 48|   0.320|    0.648| 10.8668|       1.5233|   3.171451e+02|           1.045061e+02|           1.045061e+02|  -4.712174e-01|           3.438069e-01|           3.438069e-01|     1.143505e+01|           1.471428e+00|
|GRB151202565|21 45 57.6|-24 40 12|   0.704|    1.159|  6.6910|       1.4151|   6.691092e+02|           5.069323e+02|           5.069323e+02|  -7.545259e-01|           4.236094e-01|           4.236094e-01|     8.071540e+00|           1.660951e+00|
|GRB151222340|23 40 43.2|+36 42 00|   0.768|    0.362| 12.8641|       1.8646|   1.445343e+03|           4.587034e+02|           4.587034e+02|  -3.900607e-01|           2.757900e-01|           2.757900e-01|     1.176579e+01|           2.120367e+00|
|GRB151228129|14 16 01.0|-17 41 20|   0.256|    2.268| 12.4244|       1.9010|   9.397919e+02|           2.528935e+02|           2.528935e+02|  -3.963607e-01|           2.280066e-01|           2.280066e-01|     1.225624e+01|           1.723013e+00|
|GRB151229486|23 05 57.6|+06 54 36|   0.160|    0.202|  6.0491|       1.4331|   2.659876e+02|           7.828668e+01|           7.828668e+01|   1.122072e-01|           8.174340e-01|           8.174340e-01|     5.529051e+00|           1.234956e+00|
|GRB151231568|10 00 19.2|+28 48 36|   0.832|    0.405| 14.7678|       1.2153|   6.639215e+02|           1.875771e+02|           1.875771e+02|  -7.469205e-01|           1.932844e-01|           1.932844e-01|     1.446500e+01|           1.151107e+00|
|GRB160211119|08 12 48.0|+53 25 48|   0.960|    1.042|  3.2025|       1.1295|   1.792267e+03|           3.653644e+03|           3.653644e+03|  -9.701209e-01|           4.615186e-01|           4.615186e-01|     2.767362e+00|           8.933864e-01|
|GRB160224911|21 19 28.8|+00 45 00|   0.384|    1.778|  4.5244|       1.2489|   2.548823e+02|           1.430902e+02|           1.430902e+02|  -4.482065e-01|           7.492508e-01|           7.492508e-01|     4.110239e+00|           1.096189e+00|
|GRB160314473|10 47 57.6|+02 49 48|   1.664|    0.730|  5.8799|       1.1809|   6.848730e+02|           9.230212e+02|           9.230212e+02|  -1.177965e+00|           3.278379e-01|           3.278379e-01|     6.394448e+00|           1.117338e+00|
|GRB160406503|17 27 11.3|+32 15 47|   0.432|    1.105| 17.2139|       1.2349|   6.988821e+02|           1.397274e+02|           1.397274e+02|  -4.168610e-01|           1.681218e-01|           1.681218e-01|     1.799203e+01|           1.258536e+00|
|GRB160408268|08 10 29.5|+71 07 42|   1.056|    0.604| 12.7417|       1.3334|   6.463401e+02|           1.452512e+02|           1.452512e+02|  -5.160288e-01|           2.408241e-01|           2.408241e-01|     1.269789e+01|           1.226396e+00|
|GRB160411062|23 17 25.7|-40 14 32|   0.672|    0.435|  5.5229|       1.3901|   9.885343e+01|           1.509221e+01|           1.509221e+01|   2.587630e+00|           2.166636e+00|           2.166636e+00|     5.134915e+00|           1.305903e+00|
|GRB160428412|01 52 45.6|-26 31 12|   0.576|    1.270|  8.8677|       2.1591|   4.205026e+03|           3.782627e+03|           3.782627e+03|  -9.768435e-01|           2.490465e-01|           2.490465e-01|     4.054578e+00|           9.786730e-01|
|GRB160513553|18 14 16.8|-54 25 12|   1.664|    0.500|  7.7811|       2.5160|               |                       |                       |               |                       |                       |                 |                       |
|GRB160603719|13 01 38.4|-22 57 36|   0.384|    0.231|  4.7611|       1.1808|   2.155846e+02|           5.834698e+01|           5.834698e+01|   1.260765e+00|           1.348375e+00|           1.348375e+00|     4.119448e+00|           9.123549e-01|
|GRB160609690|01 37 24.0|+44 57 00|   1.600|    1.145|  2.6054|       0.9448|               |                       |                       |               |                       |                       |                 |                       |
|GRB160612842|23 13 27.4|-25 22 30|   0.288|    0.231| 20.0181|       1.3607|   2.158123e+03|           5.943142e+02|           5.943142e+02|  -7.470622e-01|           9.827423e-02|           9.827423e-02|     1.744626e+01|           1.383516e+00|
|GRB160624477|22 00 45.8|+29 38 38|   0.384|    0.405|  7.4316|       1.0184|   6.189827e+02|           2.098130e+02|           2.098130e+02|   2.916495e-01|           6.569666e-01|           6.569666e-01|     5.922602e+00|           8.069106e-01|
|GRB160714097|15 37 50.6|+63 49 52|   0.320|    0.362|  5.8676|       0.9808|   1.526344e+04|           7.345521e+04|           7.345521e+04|  -1.486661e+00|           1.655113e-01|           1.655113e-01|     5.882986e+00|           1.035251e+00|
|GRB160726065|06 35 17.0|-06 38 38|   0.768|    0.345| 23.2535|       1.4255|   8.316712e+02|           0.000000e+00|           0.000000e+00|  -9.100550e-01|           9.554869e-02|           9.554869e-02|     2.083291e+01|           1.278911e+00|
|GRB160804180|08 11 26.4|+50 18 00|   0.640|    0.091| 11.2363|       1.3495|   1.192741e+03|           3.064066e+02|           3.064066e+02|  -2.993379e-01|           1.871729e-01|           1.871729e-01|     1.441767e+01|           1.099921e+00|
|GRB160804968|06 13 02.4|-07 39 36|   0.192|    0.643| 12.9018|       1.2267|   1.736739e+03|           8.112394e+02|           8.112394e+02|  -8.308312e-01|           1.174849e-01|           1.174849e-01|     1.247752e+01|           1.104579e+00|
|GRB160806584|18 17 54.5|+10 36 25|   1.664|    0.453| 18.5319|       2.0951|   1.791803e+02|           3.698891e+01|           3.698891e+01|  -5.793718e-01|           2.662942e-01|           2.662942e-01|     1.689373e+01|           1.774404e+00|
|GRB160814622|01 26 50.4|+56 30 36|   1.664|    1.900|  2.5488|       0.7955|               |                       |                       |               |                       |                       |                 |                       |
|GRB160820496|00 45 21.1|+24 55 59|   0.448|    0.143| 12.8839|       1.0113|   5.120059e+02|           1.174595e+02|           1.174595e+02|  -6.308963e-01|           2.064551e-01|           2.064551e-01|     1.182062e+01|           1.113201e+00|
|GRB160821937|18 39 56.9|+62 23 35|   1.088|    0.977|  9.1617|       1.1926|   1.564918e+02|           5.826665e+01|           5.826665e+01|  -8.588077e-01|           3.874821e-01|           3.874821e-01|     8.623785e+00|           1.181865e+00|
|GRB160822672|18 08 31.0|+03 35 02|   0.040|    0.385|295.7580|      42.8070|   6.713044e+02|           1.366210e+02|           1.366210e+02|  -5.232723e-01|           1.626014e-01|           1.626014e-01|     2.244911e+01|           1.570867e+00|
|GRB160826938|06 57 50.4|-01 01 12|   1.792|    0.773|  4.1098|       1.0212|   8.134022e+01|           1.623089e+01|           1.623089e+01|   1.402788e+00|           2.176648e+00|           2.176648e+00|     2.708092e+00|           8.986078e-01|
|GRB160829334|13 23 33.8|-55 52 59|   0.512|    0.202|  5.3299|       0.9115|   4.365653e+02|           1.143610e+02|           1.143610e+02|   4.961235e-01|           8.616068e-01|           8.616068e-01|     5.175726e+00|           9.229363e-01|
|GRB161015400|11 21 48.0|+58 12 00|   0.192|    0.847|  6.5109|       1.3984|   7.723461e+02|           4.633349e+02|           4.633349e+02|  -6.807381e-01|           2.522544e-01|           2.522544e-01|     6.977676e+00|           1.139984e+00|
|GRB161026373|04 30 48.0|+41 51 00|   0.112|    0.210|  5.8574|       1.0767|   1.927401e+02|           5.796204e+01|           5.796204e+01|   1.534897e-01|           6.549954e-01|           6.549954e-01|     5.444264e+00|           9.120169e-01|
|GRB161110179|16 59 38.4|-60 37 12|   1.792|    0.923|  2.9362|       0.7151|   3.047587e+03|           2.352623e+03|           2.352623e+03|  -6.990574e-01|           3.341440e-01|           3.341440e-01|     3.011915e+00|           8.003696e-01|
|GRB161115745|23 26 21.6|+58 03 36|   0.032|    2.240|  6.2573|       0.8757|   5.169235e+02|           2.157848e+02|           2.157848e+02|  -2.388096e-01|           4.421643e-01|           4.421643e-01|     6.827426e+00|           9.232848e-01|
|GRB161121186|08 41 33.6|+39 43 48|   0.128|    0.640|  2.7172|       0.8773|               |                       |                       |               |                       |                       |                 |                       |
|GRB161218222|07 00 38.4|-19 40 12|   0.320|    0.516| 15.9647|       1.1064|   1.961361e+03|           2.975467e+02|           2.975467e+02|  -3.767547e-01|           1.216284e-01|           1.216284e-01|     1.528711e+01|           1.195090e+00|
|GRB161230298|19 40 09.6|-51 10 12|   0.448|    0.389|  7.5244|       1.0856|   4.324385e+02|           1.159189e+02|           1.159189e+02|  -4.193871e-01|           3.432085e-01|           3.432085e-01|     8.738464e+00|           1.191655e+00|
|GRB170111760|07 50 26.4|+61 31 12|   0.832|    0.781|  6.5316|       1.1745|   7.881045e+02|           2.158135e+02|           2.158135e+02|  -1.044407e-01|           3.346635e-01|           3.346635e-01|     7.129614e+00|           9.067973e-01|
|GRB170121133|16 07 57.6|+13 48 36|   1.600|    0.905|  7.1102|       1.1221|   3.289915e+02|           6.313770e+01|           6.313770e+01|   1.626882e+00|           1.157981e+00|           1.157981e+00|     5.890284e+00|           9.453083e-01|
|GRB170124528|00 43 24.0|+11 01 12|   0.448|    0.559|  6.9153|       1.3474|   3.733887e+02|           1.335300e+02|           1.335300e+02|   1.942360e-01|           5.779446e-01|           5.779446e-01|     7.880646e+00|           1.286948e+00|
|GRB170125102|23 57 38.4|-38 13 48|   0.672|    1.227|  5.3329|       1.2993|               |                       |                       |               |                       |                       |                 |                       |
|GRB170127067|22 37 19.2|-63 56 24|   0.128|    0.045| 89.5235|       5.0493|   9.456052e+02|           4.464520e+01|           4.464520e+01|   3.553510e-01|           1.284582e-01|           1.284582e-01|     9.595078e+01|           4.425995e+00|
|GRB170127634|01 19 54.4|-30 21 32|   1.728|    1.346|  8.4367|       1.2444|   7.680232e+02|           2.260151e+02|           2.260151e+02|  -6.549613e-01|           2.157854e-01|           2.157854e-01|     1.008449e+01|           1.046862e+00|
|GRB170203486|16 20 21.6|-00 30 36|   0.336|    0.506|  6.8885|       1.3493|   3.219956e+02|           1.428983e+02|           1.428983e+02|  -6.364403e-01|           4.660414e-01|           4.660414e-01|     8.406304e+00|           1.614723e+00|
|GRB170206453|14 11 09.6|+14 28 48|   1.168|    0.102| 56.9466|       2.0659|   4.285928e+02|           2.771243e+01|           2.771243e+01|  -3.100705e-02|           9.744911e-02|           9.744911e-02|     5.675314e+01|           1.788658e+00|
|GRB170219002|03 39 22.3|+50 04 19|   0.096|    0.437| 35.2420|       2.3549|   1.357252e+03|           2.456301e+02|           2.456301e+02|  -6.405034e-01|           1.178889e-01|           1.178889e-01|     3.015662e+01|           2.854304e+00|
|GRB170222209|19 31 49.4|+28 12 40|   1.664|    0.143| 17.7821|       1.8713|   1.324942e+03|           3.463776e+02|           3.463776e+02|  -8.918928e-01|           1.269931e-01|           1.269931e-01|     1.927551e+01|           1.819827e+00|
|GRB170304003|22 02 00.0|-73 45 36|   0.160|    0.315| 24.1403|       1.4990|   9.840894e+01|           1.062751e+01|           1.062751e+01|  -6.398184e-01|           2.277415e-01|           2.277415e-01|     2.274275e+01|           1.522934e+00|
|GRB170305256|02 34 38.4|+12 05 24|   0.448|    0.072| 31.0085|       1.6179|   3.906323e+02|           3.780270e+01|           3.780270e+01|  -2.285564e-01|           1.279574e-01|           1.279574e-01|     2.996261e+01|           1.446621e+00|
|GRB170325331|08 29 55.9|+20 31 34|   0.576|    0.326|  8.0745|       1.2088|   1.791901e+03|           5.807944e+02|           5.807944e+02|  -7.032734e-01|           1.473793e-01|           1.473793e-01|     9.225347e+00|           1.107015e+00|
|GRB170403583|17 17 21.4|+18 22 23|   0.480|    0.378| 16.1144|       1.4708|   3.927464e+02|           9.080090e+01|           9.080090e+01|  -6.977918e-01|           2.086093e-01|           2.086093e-01|     1.675844e+01|           1.719573e+00|
|GRB170430204|02 19 31.2|-15 10 12|   0.384|    0.773|  6.6459|       1.0860|               |                       |                       |               |                       |                       |                 |                       |
|GRB170504734|19 31 02.4|+27 38 24|   0.704|    1.139|  4.2877|       1.2270|               |                       |                       |               |                       |                       |                 |                       |
|GRB170506169|07 29 02.4|+51 52 12|   0.832|    1.950|  7.7342|       1.6302|   1.149838e+03|           4.203942e+02|           4.203942e+02|  -6.626691e-01|           2.205274e-01|           2.205274e-01|     9.062135e+00|           1.309833e+00|
|GRB170511648|10 40 09.6|+77 10 12|   1.280|    1.557|  2.4110|       0.8130|   1.514998e+02|           4.865342e+01|           4.865342e+01|  -7.440383e-01|           7.694879e-01|           7.694879e-01|     3.536357e+00|           8.845883e-01|
